symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
AAPL,2016-11-16 00:00:00+00:00,109.99,110.23,106.6,106.7,58840522,26.0002962469,26.0570293235,25.1989415394,25.2225803213,235362088,0.0,1.0
AAPL,2016-11-17 00:00:00+00:00,109.95,110.35,108.83,109.81,27632003,25.9908407341,26.0853958618,25.7260863764,25.9577464394,110528012,0.0,1.0
AAPL,2016-11-18 00:00:00+00:00,110.06,110.54,109.66,109.72,28428917,26.0168433942,26.1303095475,25.9222882665,25.9364715356,113715668,0.0,1.0
AAPL,2016-11-21 00:00:00+00:00,111.73,111.99,110.01,110.12,29264571,26.4116110525,26.4730718855,26.0050240032,26.0310266634,117058284,0.0,1.0
AAPL,2016-11-22 00:00:00+00:00,111.8,112.42,111.4,111.95,25965534,26.4281581998,26.5747186478,26.3336030721,26.4636163727,103862136,0.0,1.0
AAPL,2016-11-23 00:00:00+00:00,111.23,111.51,110.33,111.36,27426394,26.2934171428,26.3596057322,26.0806681054,26.3241475593,109705576,0.0,1.0
AAPL,2016-11-25 00:00:00+00:00,111.79,111.87,110.95,111.13,11475922,26.4257943216,26.4447053472,26.2272285534,26.2697783609,45903688,0.0,1.0
AAPL,2016-11-28 00:00:00+00:00,111.57,112.465,111.39,111.43,27193983,26.3737890014,26.5853560997,26.3312391939,26.3406947067,108775932,0.0,1.0
AAPL,2016-11-29 00:00:00+00:00,111.46,112.03,110.07,110.78,28528750,26.3477863413,26.4825273983,26.0192072724,26.1870426241,114115000,0.0,1.0
AAPL,2016-11-30 00:00:00+00:00,110.52,112.2,110.27,111.56,36162258,26.1255817911,26.5227133276,26.0664848363,26.3714251232,144649032,0.0,1.0
AAPL,2016-12-01 00:00:00+00:00,109.49,110.94,109.03,110.365,37086862,25.8821023372,26.2248646752,25.7733639403,26.0889416791,148347448,0.0,1.0
AAPL,2016-12-02 00:00:00+00:00,109.9,110.09,108.85,109.17,26527997,25.9790213431,26.0239350288,25.7308141328,25.806458235,106111988,0.0,1.0
AAPL,2016-12-05 00:00:00+00:00,109.11,110.03,108.25,110.0,34324540,25.7922749659,26.0097517596,25.5889814412,26.0026601251,137298160,0.0,1.0
AAPL,2016-12-06 00:00:00+00:00,109.95,110.36,109.19,109.5,26195462,25.9908407341,26.08775974,25.8111859914,25.8844662154,104781848,0.0,1.0
AAPL,2016-12-07 00:00:00+00:00,111.03,111.19,109.16,109.26,29998719,26.246139579,26.28396163,25.8040943568,25.8277331388,119994876,0.0,1.0
AAPL,2016-12-08 00:00:00+00:00,112.12,112.43,110.6,110.86,27068316,26.503802302,26.577082526,26.1444928166,26.2059536497,108273264,0.0,1.0
AAPL,2016-12-09 00:00:00+00:00,113.95,114.7,112.31,112.31,34402627,26.9363920114,27.1136828758,26.5487159877,26.5487159877,137610508,0.0,1.0
AAPL,2016-12-12 00:00:00+00:00,113.3,115.0,112.49,113.29,26374377,26.7827399288,27.1845992216,26.5912657952,26.7803760506,105497508,0.0,1.0
AAPL,2016-12-13 00:00:00+00:00,115.19,115.92,113.75,113.84,43733811,27.2295129073,27.4020760154,26.8891144475,26.9103893512,174935244,0.0,1.0
AAPL,2016-12-14 00:00:00+00:00,115.19,116.2,114.98,115.04,34031834,27.2295129073,27.4682646048,27.1798714653,27.1940547344,136127336,0.0,1.0
AAPL,2016-12-15 00:00:00+00:00,115.82,116.73,115.23,115.38,46524544,27.3784372335,27.5935501491,27.2389684201,27.274426593,186098176,0.0,1.0
AAPL,2016-12-16 00:00:00+00:00,115.97,116.5,115.645,116.47,44351134,27.4138954064,27.5391809506,27.3370693651,27.532089316,177404536,0.0,1.0
AAPL,2016-12-19 00:00:00+00:00,116.64,117.38,115.75,115.8,27779423,27.5722752453,27.7472022316,27.3618900861,27.3737094771,111117692,0.0,1.0
AAPL,2016-12-20 00:00:00+00:00,116.95,117.5,116.68,116.74,21424965,27.6455554693,27.7755687699,27.5817307581,27.5959140273,85699860,0.0,1.0
AAPL,2016-12-21 00:00:00+00:00,117.06,117.4,116.78,116.8,23783165,27.6715581294,27.751929988,27.60536954,27.6100972964,95132660,0.0,1.0
AAPL,2016-12-22 00:00:00+00:00,116.29,116.51,115.64,116.35,26085854,27.4895395086,27.5415448288,27.335887426,27.5037227777,104343416,0.0,1.0
AAPL,2016-12-23 00:00:00+00:00,116.52,116.52,115.59,115.59,14249484,27.543908707,27.543908707,27.324068035,27.324068035,56997936,0.0,1.0
AAPL,2016-12-27 00:00:00+00:00,117.26,117.8,116.49,116.52,18296855,27.7188356933,27.8464851157,27.5368170724,27.543908707,73187420,0.0,1.0
AAPL,2016-12-28 00:00:00+00:00,116.76,118.0166,116.2,117.52,20905892,27.6006417836,27.8976867174,27.4682646048,27.7802965263,83623568,0.0,1.0
AAPL,2016-12-29 00:00:00+00:00,116.73,117.1095,116.4,116.45,15039519,27.5935501491,27.6832593265,27.5155421687,27.5273615597,60158076,0.0,1.0
AAPL,2016-12-30 00:00:00+00:00,115.82,117.2,115.43,116.65,30586265,27.3784372335,27.7046524241,27.286245984,27.5746391235,122345060,0.0,1.0
AAPL,2017-01-03 00:00:00+00:00,116.15,116.33,114.76,115.8,28781865,27.4564452139,27.4989950213,27.127866145,27.3737094771,115127460,0.0,1.0
AAPL,2017-01-04 00:00:00+00:00,116.02,116.51,115.75,115.85,21118116,27.4257147974,27.5415448288,27.3618900861,27.3855288681,84472464,0.0,1.0
AAPL,2017-01-05 00:00:00+00:00,116.61,116.8642,115.81,115.92,22193587,27.5651836107,27.6252733944,27.3760733553,27.4020760154,88774348,0.0,1.0
AAPL,2017-01-06 00:00:00+00:00,117.91,118.16,116.47,116.78,31751900,27.8724877759,27.9315847307,27.532089316,27.60536954,127007600,0.0,1.0
AAPL,2017-01-09 00:00:00+00:00,118.99,119.43,117.94,117.95,33561948,28.1277866207,28.2317972612,27.8795794104,27.8819432886,134247792,0.0,1.0
AAPL,2017-01-10 00:00:00+00:00,119.11,119.38,118.3,118.77,24462051,28.156153159,28.2199778703,27.9646790254,28.0757813005,97848204,0.0,1.0
AAPL,2017-01-11 00:00:00+00:00,119.75,119.93,118.6,118.74,27588593,28.3074413634,28.3499911709,28.0355953712,28.0686896659,110354372,0.0,1.0
AAPL,2017-01-12 00:00:00+00:00,119.25,119.3,118.21,118.895,27086220,28.1892474537,28.2010668447,27.9434041217,28.1053297779,108344880,0.0,1.0
AAPL,2017-01-13 00:00:00+00:00,119.04,119.62,118.81,119.11,26111948,28.1396060117,28.2767109469,28.0852368132,28.156153159,104447792,0.0,1.0
AAPL,2017-01-17 00:00:00+00:00,120.0,120.24,118.22,118.34,34439843,28.3665383182,28.4232713949,27.9457679999,27.9741345382,137759372,0.0,1.0
AAPL,2017-01-18 00:00:00+00:00,119.99,120.5,119.71,120.0,23712961,28.36417444,28.4847322279,28.2979858506,28.3665383182,94851844,0.0,1.0
AAPL,2017-01-19 00:00:00+00:00,119.78,120.09,119.37,119.4,25597291,28.314532998,28.387813222,28.2176139921,28.2247056266,102389164,0.0,1.0
AAPL,2017-01-20 00:00:00+00:00,120.0,120.45,119.7346,120.45,32597892,28.3665383182,28.4729128369,28.303800991,28.4729128369,130391568,0.0,1.0
AAPL,2017-01-23 00:00:00+00:00,120.08,120.81,119.77,120.0,22050218,28.3854493438,28.5580124519,28.3121691198,28.3665383182,88200872,0.0,1.0
AAPL,2017-01-24 00:00:00+00:00,119.97,120.1,119.5,119.55,23211038,28.3594466837,28.3901771002,28.2483444086,28.2601637995,92844152,0.0,1.0
AAPL,2017-01-25 00:00:00+00:00,121.88,122.1,120.28,120.42,32586673,28.8109474186,28.8629527388,28.4327269076,28.4658212024,130346692,0.0,1.0
AAPL,2017-01-26 00:00:00+00:00,121.94,122.44,121.6,121.67,26337576,28.8251306877,28.9433245974,28.7447588291,28.7613059765,105350304,0.0,1.0
AAPL,2017-01-27 00:00:00+00:00,121.95,122.35,121.6,122.14,20562944,28.8274945659,28.9220496936,28.7447588291,28.8724082516,82251776,0.0,1.0
AAPL,2017-01-30 00:00:00+00:00,121.63,121.63,120.66,120.93,30377503,28.7518504637,28.7518504637,28.522554279,28.5863789902,121510012,0.0,1.0
AAPL,2017-01-31 00:00:00+00:00,121.35,121.39,120.62,121.15,49200993,28.6856618743,28.6951173871,28.5130987662,28.6383843105,196803972,0.0,1.0
AAPL,2017-02-01 00:00:00+00:00,128.75,130.49,127.01,127.03,111985040,30.4349317373,30.8462465429,30.0236169317,30.028344688,447940160,0.0,1.0
AAPL,2017-02-02 00:00:00+00:00,128.53,129.39,127.78,127.975,33710411,30.382926417,30.5862199416,30.2056355525,30.2517311773,134841644,0.0,1.0
AAPL,2017-02-03 00:00:00+00:00,129.08,129.19,128.16,128.31,24507301,30.5129397177,30.5389423778,30.2954629239,30.3309210968,98029204,0.0,1.0
AAPL,2017-02-06 00:00:00+00:00,130.29,130.5,128.9,129.13,26845924,30.798968979,30.8486104211,30.4703899102,30.5247591086,107383696,0.0,1.0
AAPL,2017-02-07 00:00:00+00:00,131.53,132.09,130.45,130.54,38183841,31.092089875,31.2244670538,30.8367910301,30.8580659339,152735364,0.0,1.0
AAPL,2017-02-08 00:00:00+00:00,132.04,132.22,131.22,131.35,23004072,31.2126476628,31.2551974703,31.018809651,31.0495400675,92016288,0.0,1.0
AAPL,2017-02-09 00:00:00+00:00,132.42,132.445,131.12,131.65,28349859,31.4372160912,31.4431512249,31.1285891397,31.2544139738,113399436,0.57,1.0
AAPL,2017-02-10 00:00:00+00:00,132.12,132.94,132.05,132.46,20065458,31.365994487,31.5606668718,31.3493761127,31.4467123051,80261832,0.0,1.0
AAPL,2017-02-13 00:00:00+00:00,133.29,133.82,132.75,133.08,23035421,31.6437587434,31.7695835774,31.5155598558,31.5939036204,92141684,0.0,1.0
AAPL,2017-02-14 00:00:00+00:00,135.02,135.09,133.25,133.47,33226223,32.0544699942,32.0710883685,31.6342625295,31.6864917059,132904892,0.0,1.0
AAPL,2017-02-15 00:00:00+00:00,135.51,136.27,134.62,135.52,35623100,32.1707986144,32.3512266783,31.9595078553,32.1731726679,142492400,0.0,1.0
AAPL,2017-02-16 00:00:00+00:00,135.345,135.9,134.8398,135.67,22584555,32.1316267321,32.2633866998,32.0116895506,32.20878347,90338220,0.0,1.0
AAPL,2017-02-17 00:00:00+00:00,135.72,135.83,135.1,135.1,22198197,32.2206537373,32.2467683255,32.073462422,32.073462422,88792788,0.0,1.0
AAPL,2017-02-21 00:00:00+00:00,136.7,136.75,135.98,136.23,24507156,32.4533109777,32.4651812451,32.2823791276,32.3417304645,98028624,0.0,1.0
AAPL,2017-02-22 00:00:00+00:00,137.11,137.12,136.11,136.43,20836932,32.5506471701,32.5530212236,32.3132418228,32.3892115339,83347728,0.0,1.0
AAPL,2017-02-23 00:00:00+00:00,136.53,137.48,136.3,137.38,20788186,32.4129520686,32.6384871486,32.3583488388,32.6147466139,83152744,0.0,1.0
AAPL,2017-02-24 00:00:00+00:00,136.66,136.66,135.28,135.91,21776585,32.4438147638,32.4438147638,32.1161953845,32.2657607533,87106340,0.0,1.0
AAPL,2017-02-27 00:00:00+00:00,136.93,137.435,136.28,137.14,20257426,32.5079142076,32.627803908,32.3536007318,32.5577693305,81029704,0.0,1.0
AAPL,2017-02-28 00:00:00+00:00,136.99,137.435,136.7,137.08,23482860,32.5221585284,32.627803908,32.4533109777,32.5435250097,93931440,0.0,1.0
AAPL,2017-03-01 00:00:00+00:00,139.79,140.15,137.595,137.89,36414585,33.1868935009,33.2723594259,32.6657887635,32.735823341,145658340,0.0,1.0
AAPL,2017-03-02 00:00:00+00:00,138.96,140.2786,138.76,140.0,26210984,32.9898470626,33.3028897536,32.9423659932,33.2367486238,104843936,0.0,1.0
AAPL,2017-03-03 00:00:00+00:00,139.78,139.83,138.59,138.78,21571121,33.1845194474,33.1963897148,32.9020070841,32.9471141001,86284484,0.0,1.0
AAPL,2017-03-06 00:00:00+00:00,139.34,139.77,138.5959,139.365,21750044,33.0800610946,33.1821453939,32.9034077757,33.0859962283,87000176,0.0,1.0
AAPL,2017-03-07 00:00:00+00:00,139.52,139.98,138.79,139.06,17446297,33.1227940571,33.2320005169,32.9494881536,33.0135875973,69785188,0.0,1.0
AAPL,2017-03-08 00:00:00+00:00,139.0,139.8,138.82,138.95,18707236,32.9993432765,33.1892675544,32.956610314,32.9874730091,74828944,0.0,1.0
AAPL,2017-03-09 00:00:00+00:00,138.68,138.79,137.05,138.74,22155904,32.9233735654,32.9494881536,32.5364028492,32.9376178862,88623616,0.0,1.0
AAPL,2017-03-10 00:00:00+00:00,139.14,139.3571,138.64,139.25,19612801,33.0325800251,33.084120726,32.9138773515,33.0586946133,78451204,0.0,1.0
AAPL,2017-03-13 00:00:00+00:00,139.2,139.43,138.82,138.85,17421717,33.046824346,33.1014275759,32.956610314,32.9637324744,69686868,0.0,1.0
AAPL,2017-03-14 00:00:00+00:00,138.99,139.65,138.84,139.3,15309065,32.996969223,33.1536567523,32.9613584209,33.0705648807,61236260,0.0,1.0
AAPL,2017-03-15 00:00:00+00:00,140.46,140.7501,139.025,139.41,25691774,33.3459550836,33.4148263748,33.0052784102,33.0966794689,102767096,0.0,1.0
AAPL,2017-03-16 00:00:00+00:00,140.69,141.02,140.26,140.72,19231998,33.4005583135,33.4789020781,33.2984740141,33.4076804739,76927992,0.0,1.0
AAPL,2017-03-17 00:00:00+00:00,139.99,141.0,139.89,141.0,43884952,33.2343745703,33.4741539711,33.2106340356,33.4741539711,175539808,0.0,1.0
AAPL,2017-03-20 00:00:00+00:00,141.46,141.5,140.23,140.4,21542038,33.5833604309,33.5928566448,33.2913518537,33.3317107627,86168152,0.0,1.0
AAPL,2017-03-21 00:00:00+00:00,139.84,142.8,139.73,142.11,39529912,33.1987637683,33.9014835963,33.17264918,33.7376739067,158119648,0.0,1.0
AAPL,2017-03-22 00:00:00+00:00,141.42,141.6,139.76,139.845,25860165,33.573864217,33.6165971795,33.1797713405,33.199950795,103440660,0.0,1.0
AAPL,2017-03-23 00:00:00+00:00,140.92,141.5844,140.61,141.26,20346301,33.4551615433,33.6128936561,33.3815658857,33.5358793614,81385204,0.0,1.0
AAPL,2017-03-24 00:00:00+00:00,140.64,141.74,140.35,141.5,22395563,33.3886880461,33.6498339281,33.3198404954,33.5928566448,89582252,0.0,1.0
AAPL,2017-03-27 00:00:00+00:00,140.88,141.22,138.62,139.39,23575094,33.4456653295,33.5263831475,32.9091292445,33.091931362,94300376,0.0,1.0
AAPL,2017-03-28 00:00:00+00:00,143.8,144.04,140.62,140.91,33374805,34.1388889436,34.195866227,33.3839399392,33.4527874899,133499220,0.0,1.0
AAPL,2017-03-29 00:00:00+00:00,144.12,144.49,143.19,143.68,29189955,34.2148586548,34.3026986333,33.9940716817,34.1104003019,116759820,0.0,1.0
AAPL,2017-03-30 00:00:00+00:00,143.93,144.5,143.5,144.19,21207252,34.1697516388,34.3050726867,34.0676673394,34.2314770291,84829008,0.0,1.0
AAPL,2017-03-31 00:00:00+00:00,143.66,144.27,143.01,143.72,19661651,34.105652195,34.2504694568,33.9513387192,34.1198965158,78646604,0.0,1.0
AAPL,2017-04-03 00:00:00+00:00,143.7,144.12,143.05,143.71,19985714,34.1151484089,34.2148586548,33.9608349331,34.1175224624,79942856,0.0,1.0
AAPL,2017-04-04 00:00:00+00:00,144.77,144.89,143.17,143.25,19891354,34.3691721305,34.3976607722,33.9893235748,34.0083160026,79565416,0.0,1.0
AAPL,2017-04-05 00:00:00+00:00,144.02,145.46,143.81,144.22,27717854,34.19111812,34.5329818201,34.1412629971,34.2385991895,110871416,0.0,1.0
AAPL,2017-04-06 00:00:00+00:00,143.66,144.52,143.45,144.29,21149034,34.105652195,34.3098207937,34.0557970721,34.2552175638,84596136,0.0,1.0
AAPL,2017-04-07 00:00:00+00:00,143.34,144.18,143.27,143.73,16658543,34.0296824838,34.2291029756,34.0130641095,34.1222705693,66634172,0.0,1.0
AAPL,2017-04-10 00:00:00+00:00,143.17,143.8792,142.9,143.6,18933397,33.9893235748,34.1576914471,33.925224131,34.0914078741,75733588,0.0,1.0
AAPL,2017-04-11 00:00:00+00:00,141.63,143.35,140.06,142.94,30379376,33.6237193399,34.0320565373,33.2509929447,33.9347203449,121517504,0.0,1.0
AAPL,2017-04-12 00:00:00+00:00,141.8,142.15,141.01,141.6,20350000,33.664078249,33.7471701205,33.4765280246,33.6165971795,81400000,0.0,1.0
AAPL,2017-04-13 00:00:00+00:00,141.05,142.38,141.05,141.91,17822880,33.4860242385,33.8017733504,33.4860242385,33.6901928372,71291520,0.0,1.0
AAPL,2017-04-17 00:00:00+00:00,141.83,141.88,140.87,141.48,16582094,33.6712004094,33.6830706768,33.443291276,33.5881085378,66328376,0.0,1.0
AAPL,2017-04-18 00:00:00+00:00,141.2,142.04,141.11,141.41,14697544,33.5216350406,33.7210555323,33.5002685593,33.5714901635,58790176,0.0,1.0
AAPL,2017-04-19 00:00:00+00:00,140.68,142.0,140.45,141.88,17328375,33.39818426,33.7115593184,33.3435810301,33.6830706768,69313500,0.0,1.0
AAPL,2017-04-20 00:00:00+00:00,142.44,142.92,141.16,141.22,23319562,33.8160176713,33.929972238,33.5121388267,33.5263831475,93278248,0.0,1.0
AAPL,2017-04-21 00:00:00+00:00,142.27,142.68,141.85,142.44,17320928,33.7756587622,33.8729949546,33.6759485163,33.8160176713,69283712,0.0,1.0
AAPL,2017-04-24 00:00:00+00:00,143.64,143.95,143.18,143.5,17116599,34.100904088,34.1744997457,33.9916976283,34.0676673394,68466396,0.0,1.0
AAPL,2017-04-25 00:00:00+00:00,144.53,144.9,143.87,143.91,18216472,34.3121948471,34.4000348257,34.1555073179,34.1650035318,72865888,0.0,1.0
AAPL,2017-04-26 00:00:00+00:00,143.68,144.6,143.3762,144.47,19614287,34.1104003019,34.3288132215,34.0382765574,34.2979505263,78457148,0.0,1.0
AAPL,2017-04-27 00:00:00+00:00,143.79,144.16,143.31,143.9225,13948980,34.1365148901,34.2243548686,34.0225603234,34.1679710987,55795920,0.0,1.0
AAPL,2017-04-28 00:00:00+00:00,143.65,144.3,143.27,144.09,20247187,34.1032781415,34.2575916173,34.0130641095,34.2077364943,80988748,0.0,1.0
AAPL,2017-05-01 00:00:00+00:00,146.58,147.2,144.96,145.1,32818760,34.7988758091,34.9460671245,34.4142791465,34.4475158951,131275040,0.0,1.0
AAPL,2017-05-02 00:00:00+00:00,147.51,148.09,146.84,147.54,39752670,35.0196627821,35.1573578836,34.8606011994,35.0267849426,159010680,0.0,1.0
AAPL,2017-05-03 00:00:00+00:00,147.06,147.49,144.27,145.59,45142806,34.9128303759,35.0149146752,34.2504694568,34.5638445153,180571224,0.0,1.0
AAPL,2017-05-04 00:00:00+00:00,146.53,147.14,145.81,146.52,23275690,34.7870055418,34.9318228036,34.6160736917,34.7846314883,93102760,0.0,1.0
AAPL,2017-05-05 00:00:00+00:00,148.96,148.98,146.76,146.76,26787359,35.3639005357,35.3686486427,34.8416087717,34.8416087717,107149436,0.0,1.0
AAPL,2017-05-08 00:00:00+00:00,153.01,153.7,149.03,149.03,48339210,36.3253921924,36.489201882,35.3805189101,35.3805189101,193356840,0.0,1.0
AAPL,2017-05-09 00:00:00+00:00,153.99,154.88,153.45,153.87,35942435,36.5580494327,36.7693401918,36.4298505452,36.5295607911,143769740,0.0,1.0
AAPL,2017-05-10 00:00:00+00:00,153.26,153.94,152.11,153.63,25670456,36.3847435292,36.5461791654,36.1117273798,36.4725835077,102681824,0.0,1.0
AAPL,2017-05-11 00:00:00+00:00,153.95,154.07,152.31,152.45,25596687,36.6981185876,36.7267238116,36.3071805267,36.340553288,102386748,0.63,1.0
AAPL,2017-05-12 00:00:00+00:00,156.1,156.42,154.67,154.7,32221756,37.2106288505,37.2869094477,36.8697499315,36.8769012375,128887024,0.0,1.0
AAPL,2017-05-15 00:00:00+00:00,155.7,156.65,155.05,156.01,25700983,37.1152781039,37.341736127,36.9603331407,37.1891749325,102803932,0.0,1.0
AAPL,2017-05-16 00:00:00+00:00,155.47,156.06,154.72,155.94,19904679,37.0604514246,37.2010937758,36.8816687748,37.1724885518,79618716,0.0,1.0
AAPL,2017-05-17 00:00:00+00:00,150.25,154.57,149.71,153.6,49482818,35.8161241818,36.8459122448,35.687400674,36.6146866844,197931272,0.0,1.0
AAPL,2017-05-18 00:00:00+00:00,152.54,153.34,151.13,151.27,33159664,36.362007206,36.5527086991,36.0258958243,36.0592685856,132638656,0.0,1.0
AAPL,2017-05-19 00:00:00+00:00,153.06,153.98,152.63,153.38,26733798,36.4859631765,36.7052698936,36.383461124,36.5622437738,106935192,0.0,1.0
AAPL,2017-05-22 00:00:00+00:00,153.99,154.58,152.91,154.0,22340069,36.7076536623,36.8482960135,36.4502066466,36.710037431,89360276,0.0,1.0
AAPL,2017-05-23 00:00:00+00:00,153.8,154.9,153.31,154.9,19430358,36.6623620577,36.9245766108,36.5455573931,36.9245766108,77721432,0.0,1.0
AAPL,2017-05-24 00:00:00+00:00,153.34,154.17,152.67,153.84,19118319,36.5527086991,36.7505614983,36.3929961986,36.6718971323,76473276,0.0,1.0
AAPL,2017-05-25 00:00:00+00:00,153.87,154.35,153.03,153.73,19044463,36.6790484383,36.7934693342,36.4788118705,36.645675677,76177852,0.0,1.0
AAPL,2017-05-26 00:00:00+00:00,153.61,154.24,153.31,154.0,21632202,36.6170704531,36.7672478789,36.5455573931,36.710037431,86528808,0.0,1.0
AAPL,2017-05-30 00:00:00+00:00,153.67,154.43,153.33,153.42,20034934,36.631373065,36.8125394835,36.5503249305,36.5717788484,80139736,0.0,1.0
AAPL,2017-05-31 00:00:00+00:00,152.76,154.17,152.38,153.97,23162873,36.4144501166,36.7505614983,36.3238669073,36.702886125,92651492,0.0,1.0
AAPL,2017-06-01 00:00:00+00:00,153.18,153.33,152.22,153.17,16180143,36.5145684005,36.5503249305,36.2857266087,36.5121846318,64720572,0.0,1.0
AAPL,2017-06-02 00:00:00+00:00,155.45,155.45,152.89,153.58,27285861,37.0556838873,37.0556838873,36.4454391092,36.6099191471,109143444,0.0,1.0
AAPL,2017-06-05 00:00:00+00:00,153.93,154.45,153.46,154.34,24803858,36.6933510503,36.8173070209,36.5813139231,36.7910855656,99215432,0.0,1.0
AAPL,2017-06-06 00:00:00+00:00,154.45,155.81,153.78,153.9,26249630,36.8173070209,37.1414995592,36.6575945204,36.6861997443,104998520,0.0,1.0
AAPL,2017-06-07 00:00:00+00:00,155.37,155.98,154.48,155.02,20678772,37.036613738,37.1820236265,36.8244583269,36.9531818347,82715088,0.0,1.0
AAPL,2017-06-08 00:00:00+00:00,154.99,155.54,154.4,155.25,20771367,36.9460305287,37.0771378053,36.8053881775,37.008008514,83085468,0.0,1.0
AAPL,2017-06-09 00:00:00+00:00,148.98,155.19,146.02,155.19,64882700,35.5133855615,36.993705902,34.8077900368,36.993705902,259530800,0.0,1.0
AAPL,2017-06-12 00:00:00+00:00,145.42,146.09,142.51,145.74,71563614,34.664763917,34.8244764175,33.9710872356,34.7410445142,286254456,0.0,1.0
AAPL,2017-06-13 00:00:00+00:00,146.59,147.45,145.15,147.16,33749154,34.9436648507,35.1486689558,34.600402163,35.0795396646,134996616,0.0,1.0
AAPL,2017-06-14 00:00:00+00:00,145.16,147.5,143.84,147.5,31224203,34.6027859317,35.1605877991,34.288128468,35.1605877991,124896812,0.0,1.0
AAPL,2017-06-15 00:00:00+00:00,144.29,144.4798,142.21,143.32,31348832,34.3953980579,34.4406419871,33.8995741757,34.1641724974,125395328,0.0,1.0
AAPL,2017-06-16 00:00:00+00:00,142.27,144.5,142.2,143.78,49180748,33.9138767877,34.4454571998,33.897190407,34.273825856,196722992,0.0,1.0
AAPL,2017-06-19 00:00:00+00:00,146.34,146.74,143.66,143.66,31449132,34.8840706341,34.9794213806,34.245220632,34.245220632,125796528,0.0,1.0
AAPL,2017-06-20 00:00:00+00:00,145.01,146.87,144.94,146.87,24572170,34.5670294017,35.0104103733,34.5503430211,35.0104103733,98288680,0.0,1.0
AAPL,2017-06-21 00:00:00+00:00,145.87,146.0693,144.61,145.52,21064679,34.7720335069,34.8195420163,34.4716786551,34.6886016036,84258716,0.0,1.0
AAPL,2017-06-22 00:00:00+00:00,145.63,146.7,145.1199,145.77,18673365,34.7148230589,34.969886306,34.5932270193,34.7481958202,74693460,0.0,1.0
AAPL,2017-06-23 00:00:00+00:00,146.28,147.16,145.11,145.13,25997976,34.8697680221,35.0795396646,34.5908670884,34.5956346257,103991904,0.0,1.0
AAPL,2017-06-26 00:00:00+00:00,145.82,148.28,145.38,147.17,25524661,34.7601146635,35.346521755,34.6552288423,35.0819234332,102098644,0.0,1.0
AAPL,2017-06-27 00:00:00+00:00,143.73,146.16,143.62,145.01,24423643,34.2619070127,34.8411627981,34.2356855574,34.5670294017,97694572,0.0,1.0
AAPL,2017-06-28 00:00:00+00:00,145.83,146.11,143.1601,144.49,21915939,34.7624984322,34.8292439548,34.1260560365,34.4430734312,87663756,0.0,1.0
AAPL,2017-06-29 00:00:00+00:00,143.68,145.13,142.28,144.71,31116980,34.2499881694,34.5956346257,33.9162605563,34.4955163418,124467920,0.0,1.0
AAPL,2017-06-30 00:00:00+00:00,144.02,144.96,143.78,144.45,22328979,34.3310363039,34.5551105584,34.273825856,34.4335383565,89315916,0.0,1.0
AAPL,2017-07-03 00:00:00+00:00,143.5,145.3,143.1,144.88,14258300,34.2070803334,34.636158693,34.1117295868,34.5360404091,57033200,0.0,1.0
AAPL,2017-07-05 00:00:00+00:00,144.09,144.79,142.7237,143.69,20758795,34.3477226846,34.5145864911,34.022028372,34.252371938,83035180,0.0,1.0
AAPL,2017-07-06 00:00:00+00:00,142.73,143.5,142.41,143.02,23374374,34.0235301462,34.2070803334,33.947249549,34.0926594375,93497496,0.0,1.0
AAPL,2017-07-07 00:00:00+00:00,144.18,144.75,142.9,142.9,18505351,34.3691766026,34.5050514164,34.0640542135,34.0640542135,74021404,0.0,1.0
AAPL,2017-07-10 00:00:00+00:00,145.06,145.95,143.37,144.11,21030466,34.578948245,34.7911036562,34.1760913408,34.3524902219,84121864,0.0,1.0
AAPL,2017-07-11 00:00:00+00:00,145.53,145.85,144.38,144.73,18311156,34.6909853723,34.7672659695,34.4168519759,34.5002838791,73244624,0.0,1.0
AAPL,2017-07-12 00:00:00+00:00,145.74,146.18,144.82,145.87,23617964,34.7410445142,34.8459303354,34.5217377971,34.7720335069,94471856,0.0,1.0
AAPL,2017-07-13 00:00:00+00:00,147.77,148.49,145.44,145.5,24922788,35.2249495531,35.3965808969,34.6695314543,34.6838340663,99691152,0.0,1.0
AAPL,2017-07-14 00:00:00+00:00,149.04,149.33,147.33,147.97,19961788,35.5276881734,35.5968174647,35.1200637318,35.2726249264,79847152,0.0,1.0
AAPL,2017-07-17 00:00:00+00:00,149.56,150.9,148.57,148.82,23243713,35.651644144,35.971069145,35.4156510462,35.4752452628,92974852,0.0,1.0
AAPL,2017-07-18 00:00:00+00:00,150.08,150.13,148.67,149.2,17713795,35.7756001145,35.7875189579,35.4394887329,35.5658284721,70855180,0.0,1.0
AAPL,2017-07-19 00:00:00+00:00,151.02,151.42,149.95,150.48,20615419,35.999674369,36.0950251156,35.7446111219,35.8709508611,82461676,0.0,1.0
AAPL,2017-07-20 00:00:00+00:00,150.34,151.74,150.19,151.5,17053326,35.8375780998,36.1713057128,35.8018215698,36.1140952649,68213304,0.0,1.0
AAPL,2017-07-21 00:00:00+00:00,150.27,150.44,148.88,149.99,24671002,35.8208917192,35.8614157865,35.4895478748,35.7541461966,98684008,0.0,1.0
